"Date","Price","Open","High","Low","Change %"
"Apr 21, 2022","0.3420","0.3450","0.3750","0.3170","2.09%"
"Apr 20, 2022","0.3350","0.3420","0.3520","0.3240","0.00%"
"Apr 19, 2022","0.3350","0.4010","0.4390","0.3140","-9.46%"
"Apr 18, 2022","0.3700","0.3910","0.3910","0.3650","-9.93%"
"Apr 17, 2022","0.4108","0.3753","0.4108","0.3753","58.61%"
"Apr 14, 2022","0.2590","0.2560","0.2660","0.2180","18.81%"
"Apr 13, 2022","0.2180","0.2330","0.2510","0.2100","1.40%"
"Apr 12, 2022","0.2150","0.2490","0.2640","0.1980","-13.31%"
"Apr 11, 2022","0.2480","0.2430","0.2510","0.2130","-2.17%"
"Apr 10, 2022","0.2535","0.2180","0.2535","0.2180","8.80%"
"Apr 08, 2022","0.2330","0.2280","0.2430","0.2080","39.52%"
"Apr 07, 2022","0.1670","0.1650","0.2150","0.1600","-1.76%"
"Apr 06, 2022","0.1700","0.2080","0.2210","0.1620","-2.86%"
"Apr 05, 2022","0.1750","0.1550","0.2180","0.1550","1.74%"
"Apr 04, 2022","0.1720","0.2280","0.2280","0.1670","-17.27%"
"Apr 03, 2022","0.2079","0.2079","0.2079","0.2079","17.46%"
"Apr 01, 2022","0.1770","0.1880","0.1880","0.1470","20.41%"
"Mar 31, 2022","0.1470","0.1240","0.1570","0.1220","9.70%"
"Mar 30, 2022","0.1340","0.1900","0.1950","0.1320","-22.09%"
"Mar 29, 2022","0.1720","0.2280","0.2280","0.1500","-2.82%"
"Mar 28, 2022","0.1770","0.2050","0.2050","0.1670","4.24%"
"Mar 27, 2022","0.1698","0.1698","0.1698","0.1698","-4.07%"
"Mar 25, 2022","0.1770","0.1800","0.1880","0.1520","10.63%"
"Mar 24, 2022","0.1600","0.1650","0.1830","0.1470","8.84%"
"Mar 23, 2022","0.1470","0.2260","0.2260","0.1420","-23.83%"
"Mar 22, 2022","0.1930","0.2540","0.2610","0.1800","-9.39%"
